ID,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Country.of.Origin
770,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,Taiwan
886,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,Taiwan
1005,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,Taiwan
1103,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,80.25,0.11,Taiwan
902,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7.0,81.58,0.0,Taiwan
826,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,7.25,81.92,0.11,Taiwan
426,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,Taiwan
898,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,Taiwan
488,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,Taiwan
483,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.0,Taiwan
771,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,Taiwan
621,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.11,Taiwan
116,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,Taiwan
234,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08,0.1,Taiwan
136,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,Taiwan
136,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,Taiwan
1022,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,Taiwan
266,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,0.0,Taiwan
1146,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0.0,Taiwan
743,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,Taiwan
969,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,81.25,0.11,Taiwan
1250,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,6.67,77.67,0.11,Taiwan
537,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,0.09,Taiwan
1050,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0.0,Taiwan
488,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,Taiwan
537,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,0.09,Taiwan
176,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,Taiwan
1090,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.33,0.11,Taiwan
109,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,Taiwan
30,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,8.17,86.58,0.0,Taiwan
266,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,0.0,Taiwan
1183,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,6.75,79.25,0.11,Taiwan
637,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,82.58,0.11,Taiwan
488,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,Taiwan
807,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,Taiwan
425,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,Taiwan
1120,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,80.08,0.11,Taiwan
353,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5,0.11,Taiwan
266,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,0.0,Taiwan
1236,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,7.25,78.0,0.0,Taiwan
721,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,Taiwan
508,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.0,0.08,Taiwan
483,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.0,Taiwan
1146,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0.0,Taiwan
743,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,Taiwan
1118,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,80.08,0.11,Taiwan
347,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58,0.11,Taiwan
266,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92,0.0,Taiwan
969,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,81.25,0.11,Taiwan
270,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,83.92,0.06,Taiwan
770,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,Taiwan
845,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,0.0,Taiwan
963,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,5.25,81.25,0.12,Taiwan
915,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,7.33,81.5,0.12,Taiwan
44,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,8.42,86.08,0.12,Taiwan
1218,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,6.67,78.58,0.1,Taiwan
30,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,8.17,86.58,0.0,Taiwan
279,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.83,0.0,Taiwan
618,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,7.08,82.67,0.08,Taiwan
898,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,Taiwan
426,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,Taiwan
44,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,8.42,86.08,0.12,Taiwan
1084,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.42,0.11,Taiwan
1103,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,80.25,0.11,Taiwan
279,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.83,0.0,Taiwan
969,7.5,7.5,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,81.25,0.11,Taiwan
1116,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,80.08,0.07,Taiwan
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
455,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,"Tanzania, United Republic Of"
800,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,"Tanzania, United Republic Of"
222,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,"Tanzania, United Republic Of"
862,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,"Tanzania, United Republic Of"
783,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,"Tanzania, United Republic Of"
642,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,"Tanzania, United Republic Of"
880,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,"Tanzania, United Republic Of"
110,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,"Tanzania, United Republic Of"
642,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,"Tanzania, United Republic Of"
32,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,"Tanzania, United Republic Of"
660,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.12,"Tanzania, United Republic Of"
979,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,0.12,"Tanzania, United Republic Of"
973,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,"Tanzania, United Republic Of"
1063,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,"Tanzania, United Republic Of"
358,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,"Tanzania, United Republic Of"
900,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,"Tanzania, United Republic Of"
455,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,"Tanzania, United Republic Of"
403,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,"Tanzania, United Republic Of"
900,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,"Tanzania, United Republic Of"
783,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,"Tanzania, United Republic Of"
900,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,"Tanzania, United Republic Of"
443,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,"Tanzania, United Republic Of"
110,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,"Tanzania, United Republic Of"
783,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,"Tanzania, United Republic Of"
443,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,"Tanzania, United Republic Of"
32,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,"Tanzania, United Republic Of"
875,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,7.58,81.67,0.0,"Tanzania, United Republic Of"
822,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,"Tanzania, United Republic Of"
880,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,"Tanzania, United Republic Of"
403,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,"Tanzania, United Republic Of"
862,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,"Tanzania, United Republic Of"
968,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,0.13,"Tanzania, United Republic Of"
642,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,"Tanzania, United Republic Of"
761,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,"Tanzania, United Republic Of"
443,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,"Tanzania, United Republic Of"
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
880,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,"Tanzania, United Republic Of"
798,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,"Tanzania, United Republic Of"
617,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67,0.12,"Tanzania, United Republic Of"
110,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,"Tanzania, United Republic Of"
822,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,"Tanzania, United Republic Of"
800,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,"Tanzania, United Republic Of"
900,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,"Tanzania, United Republic Of"
661,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,0.12,"Tanzania, United Republic Of"
573,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,"Tanzania, United Republic Of"
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
403,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,"Tanzania, United Republic Of"
1088,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,"Tanzania, United Republic Of"
783,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,"Tanzania, United Republic Of"
800,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,"Tanzania, United Republic Of"
1063,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,"Tanzania, United Republic Of"
1020,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,"Tanzania, United Republic Of"
973,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,"Tanzania, United Republic Of"
455,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,"Tanzania, United Republic Of"
661,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,0.12,"Tanzania, United Republic Of"
1008,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,"Tanzania, United Republic Of"
203,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,"Tanzania, United Republic Of"
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
1063,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,"Tanzania, United Republic Of"
203,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,"Tanzania, United Republic Of"
1008,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,"Tanzania, United Republic Of"
110,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,"Tanzania, United Republic Of"
203,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,"Tanzania, United Republic Of"
573,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,"Tanzania, United Republic Of"
203,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,"Tanzania, United Republic Of"
616,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,82.67,0.12,"Tanzania, United Republic Of"
973,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,"Tanzania, United Republic Of"
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
32,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,"Tanzania, United Republic Of"
798,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,"Tanzania, United Republic Of"
403,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,"Tanzania, United Republic Of"
110,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,"Tanzania, United Republic Of"
991,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,"Tanzania, United Republic Of"
617,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67,0.12,"Tanzania, United Republic Of"
900,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,"Tanzania, United Republic Of"
783,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,"Tanzania, United Republic Of"
683,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,"Tanzania, United Republic Of"
798,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,"Tanzania, United Republic Of"
1008,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,"Tanzania, United Republic Of"
979,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,0.12,"Tanzania, United Republic Of"
386,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,"Tanzania, United Republic Of"
800,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,"Tanzania, United Republic Of"
991,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,"Tanzania, United Republic Of"
1088,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,"Tanzania, United Republic Of"
455,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,"Tanzania, United Republic Of"
800,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,"Tanzania, United Republic Of"
880,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,"Tanzania, United Republic Of"
358,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,"Tanzania, United Republic Of"
822,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,"Tanzania, United Republic Of"
222,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,"Tanzania, United Republic Of"
1088,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,"Tanzania, United Republic Of"
32,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,"Tanzania, United Republic Of"
642,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,"Tanzania, United Republic Of"
455,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,"Tanzania, United Republic Of"
1020,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,"Tanzania, United Republic Of"
879,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,"Tanzania, United Republic Of"
660,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.12,"Tanzania, United Republic Of"
202,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,"Tanzania, United Republic Of"
1020,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,"Tanzania, United Republic Of"
403,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,"Tanzania, United Republic Of"
683,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,"Tanzania, United Republic Of"
968,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,0.13,"Tanzania, United Republic Of"
660,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.12,"Tanzania, United Republic Of"
879,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,"Tanzania, United Republic Of"
968,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,0.13,"Tanzania, United Republic Of"
784,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,"Tanzania, United Republic Of"
798,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,"Tanzania, United Republic Of"
222,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,"Tanzania, United Republic Of"
32,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,"Tanzania, United Republic Of"
683,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,"Tanzania, United Republic Of"
386,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,"Tanzania, United Republic Of"
222,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,"Tanzania, United Republic Of"
573,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,"Tanzania, United Republic Of"
973,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,"Tanzania, United Republic Of"
661,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,0.12,"Tanzania, United Republic Of"
202,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,"Tanzania, United Republic Of"
463,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,"Tanzania, United Republic Of"
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
1088,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,"Tanzania, United Republic Of"
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
32,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,"Tanzania, United Republic Of"
455,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,"Tanzania, United Republic Of"
573,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,"Tanzania, United Republic Of"
683,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,"Tanzania, United Republic Of"
1020,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,"Tanzania, United Republic Of"
358,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,"Tanzania, United Republic Of"
1088,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,"Tanzania, United Republic Of"
1020,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,"Tanzania, United Republic Of"
222,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,"Tanzania, United Republic Of"
573,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,"Tanzania, United Republic Of"
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
880,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,"Tanzania, United Republic Of"
573,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,"Tanzania, United Republic Of"
973,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,"Tanzania, United Republic Of"
110,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,"Tanzania, United Republic Of"
991,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,"Tanzania, United Republic Of"
463,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,"Tanzania, United Republic Of"
1089,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,"Tanzania, United Republic Of"
660,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.12,"Tanzania, United Republic Of"
862,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,"Tanzania, United Republic Of"
661,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,0.12,"Tanzania, United Republic Of"
879,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,"Tanzania, United Republic Of"
32,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,"Tanzania, United Republic Of"
202,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,"Tanzania, United Republic Of"
784,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,"Tanzania, United Republic Of"
800,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,"Tanzania, United Republic Of"
761,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,"Tanzania, United Republic Of"
900,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,"Tanzania, United Republic Of"
617,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67,0.12,"Tanzania, United Republic Of"
403,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,"Tanzania, United Republic Of"
761,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,"Tanzania, United Republic Of"
1008,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,"Tanzania, United Republic Of"
880,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,"Tanzania, United Republic Of"
767,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,"Tanzania, United Republic Of"
